test_index,total_responses,correct_responses,correct_after_revision,final_answer_accuracy,self_revision_rate,perplexity_per_language,logical_errors,numerical_errors,revision_attempts
223,11,9,2,1.0,1.0,"{'en': 23.20375250151067, 'es': 25.11820585162002, 'fr': 24.14077937607432, 'de': 22.269927765951216, 'ru': 18.50530644980962, 'zh': 12.833838270706813, 'ja': 8.0, 'th': 11.307652494684037, 'sw': 17.015520132719516, 'bn': 60.10931755062032, 'te': 41.49115554072044, 'avg': 23.999586903128815}",[],[],"{'bn': 0, 'te': 0}"
224,11,3,0,0.2727272727272727,0.0,"{'en': 25.442991973256518, 'es': 25.48417169015503, 'fr': 29.245208307152943, 'de': 51.86331487507647, 'ru': 26.46443034169762, 'zh': 10.698836046847564, 'ja': 11.808110953509772, 'th': 8.478777046547947, 'sw': 28.901168281532666, 'bn': 25.263670169533377, 'te': 19.796956765831133, 'avg': 23.94978513192191}","['es', 'fr', 'de', 'ru', 'ja', 'th', 'bn', 'te']","['es', 'fr', 'de', 'ru', 'ja', 'th', 'bn', 'te']",{}
225,11,6,2,0.7272727272727273,0.4,"{'en': 25.449189614194, 'es': 23.22883335686128, 'fr': 23.756235431831243, 'de': 27.46515628146558, 'ru': 26.14528838232512, 'zh': 32.19958008816698, 'ja': 38.07217399350854, 'th': 13.525966358809043, 'sw': 21.506989401053346, 'bn': 52.254331050069865, 'te': 38.6287275119185, 'avg': 29.293861042745775}","['th', 'bn', 'te']","['th', 'bn', 'te']","{'zh': 1, 'ja': 0}"
226,11,8,1,0.8181818181818182,0.3333333333333333,"{'en': 26.04719128372476, 'es': 18.94645708137998, 'fr': 34.50559582330672, 'de': 31.80004627030892, 'ru': 28.866719032960887, 'zh': 11.313708498984761, 'ja': 27.69657879447916, 'th': 10.964912543382482, 'sw': 17.9497793980502, 'bn': 34.627056860060854, 'te': 42.030022959389726, 'avg': 25.88618804963895}","['bn', 'te']","['bn', 'te']",{'ja': 0}
227,11,1,2,0.2727272727272727,0.2,"{'en': 41.28375399937152, 'es': 69.99938867161647, 'fr': 68.3493210868238, 'de': 25.481528672083616, 'ru': 51.992925174181764, 'zh': 10.003856984030117, 'ja': 15.227782756409004, 'th': 14.927951431217556, 'sw': 20.818951911909, 'bn': 37.818254237538554, 'te': 46.20546696951944, 'avg': 36.55538017224553}","['de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","{'es': 0, 'fr': 0}"
228,11,0,0,0.0,0.0,"{'en': 19.86110545257498, 'es': 36.76880781448946, 'fr': 66.20733220359303, 'de': 63.70808198150125, 'ru': 43.362278960174976, 'zh': 8.6925030701996, 'ja': 12.873733498384267, 'th': 16.57059432335265, 'sw': 24.024885602832153, 'bn': 68.13832994518788, 'te': 42.801444976854576, 'avg': 36.63719071174044}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{}
229,11,5,2,0.6363636363636364,0.3333333333333333,"{'en': 33.582393912677375, 'es': 29.332153267591274, 'fr': 37.18871450545474, 'de': 23.64191503846224, 'ru': 32.67629812808409, 'zh': 10.242474626851818, 'ja': 11.484694984106929, 'th': 10.30521971562922, 'sw': 17.542310586715693, 'bn': 62.48318477166355, 'te': 47.21157935474957, 'avg': 28.699176262907862}","['es', 'de', 'th', 'sw']","['es', 'de', 'th', 'sw']","{'bn': 0, 'te': 0}"
230,11,4,6,0.9090909090909091,0.8571428571428571,"{'en': 31.694081394657548, 'es': 27.554492904820453, 'fr': 30.300273094119383, 'de': 78.32002119920489, 'ru': 25.215051819189025, 'zh': 26.239000743424445, 'ja': 22.842456921141213, 'th': 29.841452313132393, 'sw': 65.54485003136556, 'bn': 66.65994519422334, 'te': 44.90225605992921, 'avg': 40.82853469774613}",['te'],['te'],"{'de': 0, 'zh': 2, 'ja': 0, 'th': 1, 'sw': 0, 'bn': 0}"
231,11,0,2,0.18181818181818182,0.18181818181818182,"{'en': 54.60751229611917, 'es': 29.115368145769878, 'fr': 39.536865831694755, 'de': 49.7381703914255, 'ru': 64.50847062434707, 'zh': 23.236488970210274, 'ja': 20.599547501907498, 'th': 15.548618485277492, 'sw': 56.41394500675391, 'bn': 31.527669066919064, 'te': 25.536725407461535, 'avg': 37.30630742980783}","['es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'bn', 'te']","['es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'bn', 'te']","{'en': 0, 'sw': 0}"
232,11,8,3,1.0,1.0,"{'en': 31.927624165734173, 'es': 24.43136769665583, 'fr': 31.07973381428724, 'de': 28.61847475703503, 'ru': 26.625224283137822, 'zh': 12.247110001569393, 'ja': 31.078704147560224, 'th': 27.20491636226653, 'sw': 23.87556087295885, 'bn': 18.07264636141566, 'te': 35.66429772121388, 'avg': 26.438696380348606}",[],[],"{'ja': 0, 'th': 0, 'te': 3}"
233,11,7,1,0.7272727272727273,0.25,"{'en': 31.20588007187592, 'es': 25.11664646229134, 'fr': 28.32224569422934, 'de': 26.02355699731402, 'ru': 23.580879693911253, 'zh': 9.440748564743116, 'ja': 15.016251848418836, 'th': 11.864664228848055, 'sw': 21.929825086764964, 'bn': 64.03769978857336, 'te': 22.576935186765752, 'avg': 25.374121238521454}","['ja', 'th', 'te']","['ja', 'th', 'te']",{'bn': 0}
234,11,11,0,1.0,0,"{'en': 23.216549012384075, 'es': 34.26648647471534, 'fr': 33.594653977060304, 'de': 31.19092105390226, 'ru': 21.387899654487175, 'zh': 6.830079504280343, 'ja': 9.421301348426493, 'th': 10.401960023958639, 'sw': 25.449189614194, 'bn': 17.591933957503937, 'te': 12.0, 'avg': 20.48645223826478}",[],[],{}
235,11,1,2,0.2727272727272727,0.2,"{'en': 38.91054968276662, 'es': 25.834385389396246, 'fr': 38.10630893675114, 'de': 12.079812724851477, 'ru': 42.490573967753804, 'zh': 20.491950910475357, 'ja': 23.75820596654444, 'th': 10.401960023958639, 'sw': 16.791401341121865, 'bn': 52.92802000892095, 'te': 28.67195173460196, 'avg': 28.22410188064932}","['es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'te']","['es', 'fr', 'de', 'ru', 'zh', 'th', 'sw', 'te']","{'ja': 0, 'bn': 1}"
236,11,8,3,1.0,1.0,"{'en': 30.16151199902561, 'es': 21.676610475560402, 'fr': 42.337265618126345, 'de': 30.819519885813538, 'ru': 23.37012530308409, 'zh': 17.015520132719516, 'ja': 6.999999999999998, 'th': 29.64633997321608, 'sw': 28.57008907195126, 'bn': 77.88860373519145, 'te': 42.745972100503145, 'avg': 31.930141663199223}",[],[],"{'th': 0, 'bn': 0, 'te': 1}"
237,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 79.27042295667107, 'es': 30.0714825777115, 'fr': 72.61432658886918, 'de': 63.257187657014946, 'ru': 32.32164501543655, 'zh': 22.152374130556257, 'ja': 13.158649393196876, 'th': 10.401960023958639, 'sw': 62.937329402619895, 'bn': 34.890221467575365, 'te': 49.82026987766125, 'avg': 42.80871537193377}","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'bn', 'te']","['en', 'es', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'bn', 'te']",{'sw': 0}
238,11,8,1,0.8181818181818182,0.3333333333333333,"{'en': 25.34992836974466, 'es': 29.135914251223017, 'fr': 24.675373206527052, 'de': 30.886322740287536, 'ru': 27.364684213236412, 'zh': 12.85434077794852, 'ja': 10.000000000000002, 'th': 9.920707822860292, 'sw': 26.02355699731402, 'bn': 61.12661057923209, 'te': 26.94240722011046, 'avg': 25.84362237986219}","['th', 'te']","['th', 'te']",{'bn': 0}
239,11,8,0,0.7272727272727273,0.0,"{'en': 29.09389833787105, 'es': 30.19611360469125, 'fr': 25.342117826258615, 'de': 27.61883885345313, 'ru': 29.550876991994762, 'zh': 16.632788487014487, 'ja': 11.0, 'th': 11.527832080220222, 'sw': 30.098135593498693, 'bn': 52.926231415706575, 'te': 42.65650850518469, 'avg': 27.876667426899406}","['th', 'bn', 'te']","['th', 'bn', 'te']",{}
240,11,0,7,0.6363636363636364,0.6363636363636364,"{'en': 45.546426076733646, 'es': 52.42955759789127, 'fr': 32.155648422318876, 'de': 63.35559473626541, 'ru': 59.39513350390601, 'zh': 38.58999464458646, 'ja': 26.673269676770648, 'th': 17.029066911224028, 'sw': 47.10966042124497, 'bn': 39.42469905445496, 'te': 32.595539679463656, 'avg': 41.300417338623625}","['fr', 'th', 'bn', 'te']","['fr', 'th', 'bn', 'te']","{'en': 0, 'es': 0, 'de': 0, 'ru': 0, 'zh': 0, 'ja': 0, 'sw': 0}"
241,11,7,4,1.0,1.0,"{'en': 28.369741046620028, 'es': 27.908425041740905, 'fr': 27.554492904820453, 'de': 27.389254622912844, 'ru': 26.216044509076198, 'zh': 21.56042089952268, 'ja': 10.088775252531288, 'th': 21.444184307025246, 'sw': 25.72306251957003, 'bn': 31.86239447172559, 'te': 25.67102708304531, 'avg': 24.889802059871872}",[],[],"{'zh': 0, 'th': 0, 'bn': 0, 'te': 1}"
242,11,0,2,0.18181818181818182,0.18181818181818182,"{'en': 38.984751292920265, 'es': 15.11437910607786, 'fr': 18.260996428239988, 'de': 12.045318672629573, 'ru': 23.03308757573515, 'zh': 17.586995460022955, 'ja': 11.27927883478722, 'th': 8.862044420660359, 'sw': 36.262824612535596, 'bn': 29.47863637829637, 'te': 22.52070072235419, 'avg': 21.22081940947814}","['es', 'fr', 'de', 'ru', 'ja', 'th', 'sw', 'bn', 'te']","['es', 'fr', 'de', 'ru', 'ja', 'th', 'sw', 'bn', 'te']","{'en': 2, 'zh': 2}"
243,11,11,0,1.0,0,"{'en': 42.04349256347496, 'es': 31.00590306960939, 'fr': 41.97590468663333, 'de': 36.300530542890094, 'ru': 38.532069090732115, 'zh': 17.88532901361814, 'ja': 13.675837328373259, 'th': 9.075680458804671, 'sw': 31.98195170185579, 'bn': 20.886764649659117, 'te': 11.685062651542049, 'avg': 26.822593250653902}",[],[],{}
244,11,1,6,0.6363636363636364,0.6,"{'en': 34.84592028953077, 'es': 64.34902373820667, 'fr': 64.45209900466409, 'de': 65.70144644401057, 'ru': 64.98457717425846, 'zh': 26.842354973890192, 'ja': 37.83315375506076, 'th': 12.60624805070016, 'sw': 19.337641917622545, 'bn': 46.1297349521125, 'te': 26.872949038305414, 'avg': 42.177740848942015}","['th', 'sw', 'bn', 'te']","['th', 'sw', 'bn', 'te']","{'es': 0, 'fr': 0, 'de': 1, 'ru': 0, 'zh': 0, 'ja': 0}"
245,11,0,1,0.09090909090909091,0.09090909090909091,"{'en': 21.24203207427665, 'es': 61.47339542577619, 'fr': 44.85007171153869, 'de': 26.56555638854739, 'ru': 48.682657945536924, 'zh': 7.871725218718906, 'ja': 7.10136880576826, 'th': 11.666948126095761, 'sw': 49.20850000650269, 'bn': 42.55738225209448, 'te': 30.48569252349794, 'avg': 31.97321186166853}","['en', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['en', 'fr', 'de', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']",{'es': 0}
246,11,1,3,0.36363636363636365,0.3,"{'en': 46.53729789376479, 'es': 18.838478322557545, 'fr': 29.869504183830443, 'de': 61.277537574184045, 'ru': 39.34193680822047, 'zh': 16.993339256007587, 'ja': 19.957622093750654, 'th': 9.187157538448517, 'sw': 26.93873733231785, 'bn': 26.385222509189678, 'te': 45.17320279065527, 'avg': 30.95454875481153}","['es', 'fr', 'ru', 'zh', 'th', 'bn', 'te']","['es', 'fr', 'ru', 'zh', 'th', 'bn', 'te']","{'en': 1, 'de': 0, 'ja': 0}"
247,11,0,3,0.2727272727272727,0.2727272727272727,"{'en': 71.51285883769516, 'es': 79.33084870900278, 'fr': 77.7522489657617, 'de': 80.65113323358031, 'ru': 55.35418339615302, 'zh': 30.6791360928668, 'ja': 14.177909499619616, 'th': 14.682885204160742, 'sw': 25.009874881647463, 'bn': 44.89193105224954, 'te': 95.41997202226007, 'avg': 53.587543808636106}","['fr', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","['fr', 'ru', 'zh', 'ja', 'th', 'sw', 'bn', 'te']","{'en': 1, 'es': 0, 'de': 3}"
248,11,6,3,0.8181818181818182,0.6,"{'en': 35.437255897551, 'es': 35.437255897551, 'fr': 38.198539019249765, 'de': 34.020751193224264, 'ru': 53.45947602189523, 'zh': 18.670429218463557, 'ja': 6.0, 'th': 35.569505463737, 'sw': 34.99451569081066, 'bn': 61.093861228134244, 'te': 51.931948654326476, 'avg': 36.801230753176654}","['ru', 'zh']","['ru', 'zh']","{'th': 0, 'bn': 1, 'te': 0}"
249,11,7,3,0.9090909090909091,0.75,"{'en': 31.11191690669446, 'es': 18.88149712948623, 'fr': 33.56203849094799, 'de': 32.98985550455939, 'ru': 32.25308022387126, 'zh': 8.705505632961241, 'ja': 37.10806039935146, 'th': 29.138265074204643, 'sw': 31.91395194173506, 'bn': 56.071032066668856, 'te': 32.79978601916223, 'avg': 31.32136267178571}",['te'],['te'],"{'ja': 0, 'th': 0, 'bn': 0}"
250,11,1,2,0.2727272727272727,0.2,"{'en': 30.655667278746368, 'es': 28.978416706764932, 'fr': 37.71422630779072, 'de': 55.46237801264035, 'ru': 51.08025590120048, 'zh': 28.03979918351544, 'ja': 17.128837095446265, 'th': 18.611588924893987, 'sw': 43.20181152813205, 'bn': 30.958167380217986, 'te': 38.33783473468595, 'avg': 34.56081664127586}","['es', 'fr', 'de', 'zh', 'ja', 'th', 'bn', 'te']","['es', 'fr', 'de', 'zh', 'ja', 'th', 'bn', 'te']","{'ru': 0, 'sw': 0}"
